CODIGO_SINIESTRO,FECHA_SINIESTRO,HORA_SINIESTRO,CLASE_SINIESTRO,CANTIDAD_FALLECIDOS,CANTIDAD_LESIONADOS,CANTIDAD_VEHICULOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO_VIA,RED_VIAL,COD_CARRETERA,LATITUD,LONGITUD,CONDICION_CLIMATICA,ZONIFICACION,CARACTERISTICAS_VIA,PERFIL_VIA,SUPERFICIE_CALZADA,EXISTE_SENIAL_VERTICAL,CLASIFICACION_SENIAL_VERTICAL_1,CLASIFICACION_SENIAL_VERTICAL_2,EXISTE_SENIAL_HORIZONTAL,CAUSA_FACTOR_PRINCIPAL,CAUSA_ESPECIFICA,HORA,severidad,ANIO,MES,DIA_SEMANA,FIN_SEMANA,FRANJA_HORARIA,TEMPORADA,MACROREGION,TIPO_VIA_SCORE,PERFIL_VIA_SCORE,SUPERFICIE_CALZADA_SCORE,RIESGO_INFRAESTRUCTURA,RIESGO_CLIMATICO,SENIALIZACION_DEFICIENTE,EDAD_PROMEDIO,EDAD_STD,TOTAL_ALCOHOL,TOTAL_LICENCIA,TOTAL_PERSONAS,PCT_ALCOHOL,PCT_LICENCIA,ES_NOCHE
A-2022-12-15,2022-12-09,20:20,ATROPELLO FUGA,1,0,0,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,URBANA,CARRETERA,NACIONAL,PE-5N,-5.80581,-77.39851,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,20.0,0,2022.0,12.0,4.0,0,3,0,2,0.0,0.0,0.0,0.0,0,0,61.0,0.0,0,0,2,0.0,0.0,1
A-2022-12-16,2022-12-10,01:00,CHOQUE CON OBJETO FIJO,1,0,1,SAN MARTIN,MOYOBAMBA,HABANA,RURAL,CARRETERA,NACIONAL,PE-08B,-6.115332,-77.094342,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,1.0,0,2022.0,12.0,5.0,1,0,0,2,0.0,0.0,0.0,0.0,0,0,29.0,0.0,0,0,1,0.0,0.0,1
A-2022-12-206,2022-12-10,03:40,CHOQUE,2,1,2,JUNIN,JAUJA,CURICACA,RURAL,CARRETERA,NACIONAL,PE-3S,-11.788858,-75.668149,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,3.0,1,2022.0,12.0,5.0,1,0,0,1,0.0,1.0,0.0,1.0,0,0,35.25,9.844626283748239,0,0,4,0.0,0.0,1
A-2022-12-142,2022-12-10,10:30,DESPISTE,1,1,0,LIMA,LIMA,LIMA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-12.044576173781527,-77.0457080251964,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,10.0,0,2022.0,12.0,5.0,1,1,0,0,1.0,0.0,0.0,1.0,0,0,59.0,23.0,0,1,3,0.0,0.333,0
A-2022-12-200,2022-12-10,11:05,DESPISTE,1,0,0,AMAZONAS,UTCUBAMBA,CAJARURO,URBANA,CARRETERA,DEPARTAMENTAL,AM-102,-5.76165,-78.4021,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,11.0,0,2022.0,12.0,5.0,1,1,0,2,0.0,0.0,0.0,0.0,0,0,21.0,0.0,0,0,1,0.0,0.0,0
A-2022-12-133,2022-12-10,14:00,CHOQUE CON OBJETO FIJO,1,0,1,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20B,-12.0386153180246,-77.099686344007,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,CONCRETO,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),14.0,0,2022.0,12.0,5.0,1,2,0,0,0.0,0.0,0.0,0.0,0,1,23.0,0.0,0,1,1,0.0,1.0,0
A-2022-12-84,2022-12-10,22:30,DESPISTE,1,0,0,ANCASH,HUARMEY,HUARMEY,RURAL,CARRETERA,DEPARTAMENTAL,AN-109,-10.01960875114767,-78.06741046248136,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,22.0,0,2022.0,12.0,5.0,1,3,0,0,0.0,1.0,0.0,1.0,0,0,20.0,0.0,0,0,1,0.0,0.0,1
A-2022-12-151,2022-12-10,23:30,ATROPELLO FUGA,1,0,0,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.183602550323704,-76.97522781345661,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,23.0,0,2022.0,12.0,5.0,1,3,0,0,0.0,0.0,0.0,0.0,0,0,39.0,0.0,0,0,3,0.0,0.0,1
A-2022-12-143,2022-12-11,00:15,ATROPELLO,1,0,0,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,-11.951577,-76.726837,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,0.0,0,2022.0,12.0,6.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,41.0,0.0,0,1,2,0.0,0.5,1
A-2022-12-179,2022-12-11,05:00,ATROPELLO,1,0,0,JUNIN,HUANCAYO,SICAYA,URBANA,CARRETERA,NACIONAL,PE-24,-12.054954,-75.283905,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,5.0,0,2022.0,12.0,6.0,1,0,0,1,0.0,0.0,0.0,0.0,0,0,25.5,3.5355339059327378,1,1,2,0.5,0.5,1
A-2022-12-52,2022-12-11,07:00,DESPISTE,2,0,1,TACNA,TACNA,PALCA,RURAL,CARRETERA,NACIONAL,PE-40,-17.7816758,-69.960725,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO,7.0,1,2022.0,12.0,6.0,1,1,0,0,0.0,1.0,0.0,1.0,0,0,62.666666666666664,17.009801096230767,0,1,3,0.0,0.333,0
A-2022-12-199,2022-12-11,09:50,ATROPELLO FUGA,1,0,1,PIURA,MORROPON,MORROPON,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-5.183082788205004,-79.97179906624112,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ADOQUINADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,9.0,0,2022.0,12.0,6.0,1,1,0,0,1.0,0.0,1.0,2.0,0,0,70.0,0.0,0,0,2,0.0,0.0,0
A-2022-12-144,2022-12-11,12:50,ATROPELLO,1,0,0,LIMA,LIMA,COMAS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.924983900113457,-77.07292633774752,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,12.0,0,2022.0,12.0,6.0,1,2,0,0,0.0,0.0,0.0,0.0,0,0,58.0,29.698484809834994,0,1,2,0.0,0.5,0
A-2022-12-85,2022-12-11,15:00,DESPISTE,1,0,0,ANCASH,PALLASCA,TAUCA,RURAL,CARRETERA,NACIONAL,PE-3N,-8.424965607503932,-78.01537559310515,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,15.0,0,2022.0,12.0,6.0,1,2,0,0,0.0,1.0,0.0,1.0,0,0,80.0,0.0,0,1,1,0.0,1.0,0
A-2022-12-180,2022-12-11,16:50,CHOQUE,1,0,0,JUNIN,HUANCAYO,CHILCA,URBANA,CARRETERA,NACIONAL,PE-3SC,-12.083191,-75.203209,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),16.0,0,2022.0,12.0,6.0,1,2,0,1,0.0,0.0,0.0,0.0,0,1,45.5,28.991378028648448,0,1,2,0.0,0.5,0
A-2022-12-184,2022-12-11,21:10,ATROPELLO,1,0,1,PIURA,MORROPON,CHULUCANAS,RURAL,CARRETERA,PROVINCIAL,PI-972,-5.1641789925816814,-80.14089228164413,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,21.0,0,2022.0,12.0,6.0,1,3,0,0,0.0,0.0,0.0,0.0,0,0,44.0,5.656854249492381,1,1,2,0.5,0.5,1
A-2022-12-65,2022-12-11,22:15,DESPISTE,1,0,1,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,RURAL,CARRETERA,PROVINCIAL,LI-500,-7.134118338608683,-79.57560070186892,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,22.0,0,2022.0,12.0,6.0,1,3,0,0,0.0,0.0,1.0,1.0,0,0,30.0,0.0,0,0,1,0.0,0.0,1
A-2022-12-194,2022-12-11,23:25,DESPISTE,2,4,1,PIURA,SULLANA,MIGUEL CHECA,RURAL,CARRETERA,NACIONAL,PE-02,-5.1307716,-80.8296016,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,23.0,1,2022.0,12.0,6.0,1,3,0,0,0.0,0.0,0.0,0.0,0,0,28.833333333333332,21.122657661067812,0,1,6,0.0,0.167,1
A-2022-12-114,2022-12-12,00:30,DESPISTE,1,2,1,LIMA,HUAURA,SANTA MARIA,URBANA,CARRETERA,DEPARTAMENTAL,LM-101,-11.075882266303871,-77.59806092770323,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,0.0,0,2022.0,12.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,19.333333333333332,0.5773502691896255,0,0,3,0.0,0.0,1
A-2022-12-217,2022-12-12,02:10,DESPISTE,1,0,0,JUNIN,CHANCHAMAYO,PERENE,RURAL,CARRETERA,NACIONAL,PE-5S,-10.955558578167285,-75.22837130424345,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2.0,0,2022.0,12.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,23.0,0.0,0,0,1,0.0,0.0,1
A-2022-12-175,2022-12-12,10:20,DESPISTE,1,0,1,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,RURAL,CARRETERA,PROVINCIAL,PA-527,-10.477271666840013,-76.35200326989789,LLUVIOSO,RURAL,PASE A DESNIVEL,PLANA ,TROCHA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),10.0,0,2022.0,12.0,0.0,0,1,0,1,0.0,0.0,2.0,2.0,1,0,43.5,3.5355339059327378,0,1,2,0.0,0.5,0
A-2022-12-187,2022-12-12,17:30,ATROPELLO,1,0,1,JUNIN,HUANCAYO,HUANCAN,URBANA,CARRETERA,NACIONAL,PE-3SC,-12.116658,-75.180572,LLUVIOSO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN,17.0,0,2022.0,12.0,0.0,0,2,0,1,0.0,0.0,0.0,0.0,1,1,37.5,13.435028842544403,1,1,2,0.5,0.5,0
A-2022-12-152,2022-12-12,18:15,ATROPELLO,1,0,0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.029883924894245,-77.06106400049627,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,18.0,0,2022.0,12.0,0.0,0,3,0,0,1.0,0.0,0.0,1.0,0,0,70.0,0.0,0,0,2,0.0,0.0,1
A-2022-12-132,2022-12-13,05:00,ATROPELLO FUGA,1,0,0,PIURA,PIURA,CASTILLA,URBANA,CARRETERA,NACIONAL,PE-1NJ,-5.182648240572088,-80.57897714696101,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,5.0,0,2022.0,12.0,1.0,0,0,0,0,0.0,0.0,1.0,1.0,0,0,41.0,0.0,0,0,2,0.0,0.0,1
A-2022-12-153,2022-12-13,13:00,ATROPELLO,1,0,0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.9879312,-77.1144248,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,13.0,0,2022.0,12.0,1.0,0,2,0,0,1.0,0.0,0.0,1.0,0,0,27.5,14.849242404917497,0,1,2,0.0,0.5,0
A-2022-12-21,2022-12-13,14:45,VOLCADURA,1,0,1,AREQUIPA,AREQUIPA,PAUCARPATA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-16.4217923,-71.4842916,LLUVIOSO,RESIDENCIAL,CURVA,INCLINADA,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,14.0,0,2022.0,12.0,1.0,0,2,0,0,1.0,1.0,0.0,2.0,1,1,55.0,0.0,0,0,1,0.0,0.0,0
A-2022-12-188,2022-12-13,17:31,ATROPELLO,1,0,0,JUNIN,HUANCAYO,HUANCAYO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.07296804078324,-75.19755815694708,LLUVIOSO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,17.0,0,2022.0,12.0,1.0,0,2,0,1,1.0,0.0,0.0,1.0,1,0,57.5,47.37615433949868,0,1,2,0.0,0.5,0
A-2022-12-154,2022-12-13,21:10,ATROPELLO FUGA,1,0,0,LIMA,LIMA,LOS OLIVOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.975885,-77.083015,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,21.0,0,2022.0,12.0,1.0,0,3,0,0,1.0,0.0,0.0,1.0,0,0,41.0,0.0,0,0,2,0.0,0.0,1
A-2022-12-123,2022-12-13,22:00,DESPISTE,1,0,1,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,RURAL,CARRETERA,DEPARTAMENTAL,CA-100,-7.053935,-79.093381,NUBLADO,RURAL,CURVA,PLANA ,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,22.0,0,2022.0,12.0,1.0,0,3,0,1,0.0,0.0,1.0,1.0,0,0,48.0,0.0,0,0,1,0.0,0.0,1
A-2022-12-66,2022-12-14,16:30,CHOQUE,1,0,1,LA LIBERTAD,TRUJILLO,SIMBAL,RURAL,CARRETERA,NACIONAL,PE-10A,-8.013975,-78.832225,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),16.0,0,2022.0,12.0,2.0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,38.333333333333336,11.150485789118488,0,1,3,0.0,0.333,0
A-2022-12-33,2022-12-14,22:40,VOLCADURA,1,0,1,CUSCO,CANCHIS,CHECACUPE,RURAL,CARRETERA,NACIONAL,PE-3S,-14.012664,-71.457956,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,INFORMATIVA (I),,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,22.0,0,2022.0,12.0,2.0,0,3,0,1,0.0,1.0,0.0,1.0,0,0,45.0,0.0,0,1,1,0.0,1.0,1
A-2022-12-67,2022-12-14,23:10,ATROPELLO FUGA,1,0,0,LA LIBERTAD,VIRU,VIRU,RURAL,CARRETERA,NACIONAL,PE-1N,-8.412123662190222,-78.8008278148734,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,23.0,0,2022.0,12.0,2.0,0,3,0,0,0.0,0.0,0.0,0.0,0,0,16.0,0.0,0,0,2,0.0,0.0,1
A-2022-12-90,2022-12-15,01:05,ATROPELLO FUGA,1,0,1,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,RURAL,CARRETERA,NACIONAL,PE-1NJ,-6.673127,-79.90011,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,1.0,0,2022.0,12.0,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,2,0.0,0.0,1
A-2022-12-68,2022-12-15,15:20,DESPISTE,1,0,1,LA LIBERTAD,TRUJILLO,SALAVERRY,URBANA,CARRETERA,NACIONAL,PE-1N,-8.178108,-78.992894,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE,15.0,0,2022.0,12.0,3.0,0,2,0,0,0.0,0.0,0.0,0.0,0,0,57.0,4.242640687119285,0,1,2,0.0,0.5,0
A-2022-12-183,2022-12-15,19:30,VOLCADURA,1,2,0,JUNIN,JAUJA,ACOLLA,RURAL,CARRETERA,NACIONAL,PE-3SA,-11.6706701,-75.57409,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,19.0,0,2022.0,12.0,3.0,0,3,0,1,0.0,0.0,0.0,0.0,1,1,21.333333333333332,14.468356276140469,1,1,3,0.333,0.333,1
A-2022-12-44,2022-12-15,19:30,VOLCADURA,1,0,1,CUSCO,ESPINAR,OCORURO,RURAL,CARRETERA,NACIONAL,PE-34J,-15.0379146,-71.1376333,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,19.0,0,2022.0,12.0,3.0,0,3,0,1,0.0,0.0,0.0,0.0,1,0,15.0,0.0,0,0,1,0.0,0.0,1
A-2022-12-176,2022-12-15,20:00,CHOQUE,3,0,2,PASCO,PASCO,VICCO,RURAL,CARRETERA,NACIONAL,PE-20A,-10.842177547433543,-76.26215447471071,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,20.0,2,2022.0,12.0,3.0,0,3,0,1,0.0,0.0,0.0,0.0,0,0,38.75,5.560275772537426,0,2,4,0.0,0.5,1
A-2022-12-230,2022-12-15,21:50,ATROPELLO,1,0,0,LIMA,LIMA,COMAS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.92179259,-77.03542497,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,21.0,0,2022.0,12.0,3.0,0,3,0,0,1.0,0.0,0.0,1.0,0,0,74.5,7.7781745930520225,0,1,2,0.0,0.5,1
A-2022-12-69,2022-12-16,00:35,CHOQUE,1,0,2,LA LIBERTAD,CHEPEN,PACANGA,RURAL,CARRETERA,NACIONAL,PE-1N,-7.1187,-79.48835,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,0.0,0,2022.0,12.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,38.5,17.67766952966369,0,1,2,0.0,0.5,1
A-2022-12-27,2022-12-16,03:30,DESPISTE,1,0,1,CUSCO,CANAS,CHECCA,RURAL,CARRETERA,PROVINCIAL,CU-1801,-14.478974619273773,-71.53463365004313,DESPEJADO,RURAL,CURVA,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,3.0,0,2022.0,12.0,4.0,0,0,0,1,0.0,0.0,2.0,2.0,0,0,34.0,0.0,0,1,1,0.0,1.0,1
A-2022-12-34,2022-12-16,07:45,ESPECIAL,1,0,1,CUSCO,LA CONVENCION,VILCABAMBA,RURAL,CARRETERA,DEPARTAMENTAL,CU-100,-13.038977224331129,-72.81404612229271,NUBLADO,RURAL,CURVA,INCLINADA,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),7.0,0,2022.0,12.0,4.0,0,1,0,1,0.0,1.0,2.0,3.0,0,0,38.0,0.0,0,0,1,0.0,0.0,0
A-2022-12-95,2022-12-16,10:30,CHOQUE,2,4,3,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,RURAL,CARRETERA,NACIONAL,PE-1NJ,-6.6365542,-79.8906636,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,10.0,1,2022.0,12.0,4.0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,35.857142857142854,19.463029666768836,1,3,7,0.143,0.429,0
A-2022-12-220,2022-12-16,11:30,ATROPELLO,1,0,0,PIURA,SULLANA,SULLANA,URBANA,CARRETERA,NACIONAL,PE-1NL,-4.915,-80.691,DESPEJADO,RURAL,INTERSECCIÓN,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),11.0,0,2022.0,12.0,4.0,0,1,0,0,0.0,0.0,1.0,1.0,0,0,55.0,4.242640687119285,0,0,2,0.0,0.0,0
A-2022-12-70,2022-12-16,19:30,DESPISTE,1,0,1,LA LIBERTAD,GRAN CHIMU,CASCAS,RURAL,CARRETERA,NACIONAL,PE-1NF,-7.594535020727171,-78.88960892189267,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),19.0,0,2022.0,12.0,4.0,0,3,0,0,0.0,0.0,0.0,0.0,0,0,15.0,0.0,0,0,1,0.0,0.0,1
A-2022-12-91,2022-12-16,20:45,CHOQUE,1,0,2,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,RURAL,CARRETERA,NACIONAL,PE-06A,-6.6572423,-79.4276372,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,20.0,0,2022.0,12.0,4.0,0,3,0,0,0.0,0.0,0.0,0.0,0,0,45.0,16.97056274847714,0,1,2,0.0,0.5,1
A-2022-12-227,2022-12-17,02:09,DESPISTE,1,0,0,LORETO,MAYNAS,SAN JUAN BAUTISTA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-3.7791599,-73.279583,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,2.0,0,2022.0,12.0,5.0,1,0,0,2,1.0,1.0,0.0,2.0,0,0,17.0,0.0,0,0,1,0.0,0.0,1
A-2022-12-195,2022-12-17,04:00,DESPISTE,1,0,1,PIURA,PIURA,PIURA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-5.16419502051092,-80.64683133915902,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,4.0,0,2022.0,12.0,5.0,1,0,0,0,1.0,0.0,0.0,1.0,0,1,42.0,0.0,1,0,1,1.0,0.0,1
A-2022-12-51,2022-12-17,08:30,DESPISTE,1,1,1,ANCASH,RECUAY,CATAC,RURAL,CARRETERA,NACIONAL,PE-3N,-9.946212455525938,-77.3817788327808,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,8.0,0,2022.0,12.0,5.0,1,1,0,0,0.0,0.0,0.0,0.0,1,0,45.0,9.899494936611665,0,1,2,0.0,0.5,0
A-2022-12-235,2022-12-17,10:15,DESPISTE,1,2,1,AYACUCHO,SUCRE,QUEROBAMBA,RURAL,CARRETERA,NACIONAL,PE-32A,-13.986602,-73.850651,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),10.0,0,2022.0,12.0,5.0,1,1,0,1,0.0,1.0,0.0,1.0,0,1,40.0,12.165525060596439,0,0,3,0.0,0.0,0
A-2022-12-108,2022-12-17,20:02,DESPISTE,1,0,1,LAMBAYEQUE,CHICLAYO,POMALCA,RURAL,CARRETERA,PROVINCIAL,LA-816,-6.7710257,-79.7874357,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,20.0,0,2022.0,12.0,5.0,1,3,0,0,0.0,0.0,0.0,0.0,0,0,22.0,0.0,0,0,1,0.0,0.0,1
A-2022-12-155,2022-12-18,03:00,ATROPELLO FUGA,1,0,0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.250006357950348,-76.93125838153544,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,3.0,0,2022.0,12.0,6.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,44.0,0.0,0,0,2,0.0,0.0,1
