CODIGO_SINIESTRO,FECHA_SINIESTRO,HORA_SINIESTRO,CLASE_SINIESTRO,CANTIDAD_FALLECIDOS,CANTIDAD_LESIONADOS,CANTIDAD_VEHICULOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO_VIA,RED_VIAL,COD_CARRETERA,LATITUD,LONGITUD,CONDICION_CLIMATICA,ZONIFICACION,CARACTERISTICAS_VIA,PERFIL_VIA,SUPERFICIE_CALZADA,EXISTE_SENIAL_VERTICAL,CLASIFICACION_SENIAL_VERTICAL_1,CLASIFICACION_SENIAL_VERTICAL_2,EXISTE_SENIAL_HORIZONTAL,CAUSA_FACTOR_PRINCIPAL,CAUSA_ESPECIFICA,HORA,severidad,ANIO,MES,DIA_SEMANA,FIN_SEMANA,FRANJA_HORARIA,TEMPORADA,MACROREGION,TIPO_VIA_SCORE,PERFIL_VIA_SCORE,SUPERFICIE_CALZADA_SCORE,RIESGO_INFRAESTRUCTURA,RIESGO_CLIMATICO,SENIALIZACION_DEFICIENTE,EDAD_PROMEDIO,EDAD_STD,TOTAL_ALCOHOL,TOTAL_LICENCIA,TOTAL_PERSONAS,PCT_ALCOHOL,PCT_LICENCIA,ES_NOCHE
CÓDIGO SINIESTRO,,HORA SINIESTRO,CLASE SINIESTRO,0,0,0,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,,,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA,,2,,,,0,2,0,3,1.0,1.0,1.0,3.0,0,0,0.0,0.0,0,0,1,0.0,0.0,0
A-2021-01-23,2021-01-01,04:40,DESPISTE,1,0,1,LIMA,HUARAL,HUARAL,RURAL,CARRETERA,PROVINCIAL,LM-671,-11.4828792384881,-77.25554675971524,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,4.0,0,2021.0,1.0,4.0,0,0,0,0,0.0,0.0,2.0,2.0,0,0,21.0,0.0,0,1,1,0.0,1.0,1
A-2021-01-248,2021-01-01,05:45,DESPISTE,1,3,0,LIMA,LIMA,PACHACAMAC,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.2294,-76.859412,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,5.0,0,2021.0,1.0,4.0,0,0,0,0,1.0,0.0,0.0,1.0,0,0,29.25,26.348624252510795,2,1,4,0.5,0.25,1
A-2021-01-38,2021-01-01,06:00,ATROPELLO FUGA,2,0,0,LA LIBERTAD,VIRU,VIRU,URBANA,CARRETERA,PROVINCIAL,LI-1150,-8.414865,-78.754544,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,6.0,1,2021.0,1.0,4.0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,38.0,0.0,0,0,2,0.0,0.0,0
A-2021-01-39,2021-01-01,07:00,CHOQUE,1,0,2,LA LIBERTAD,VIRU,VIRU,RURAL,CARRETERA,NACIONAL,PE-1N,-8.432617,-78.772242,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE,7.0,0,2021.0,1.0,4.0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,41.0,9.899494936611665,0,0,3,0.0,0.0,0
A-2021-01-254,2021-01-01,14:00,ATROPELLO,1,1,0,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.164406,-76.953426,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,14.0,0,2021.0,1.0,4.0,0,2,0,0,1.0,0.0,0.0,1.0,0,0,23.0,9.899494936611665,1,1,2,0.5,0.5,0
A-2021-01-22,2021-01-01,17:45,CHOQUE,1,1,2,SAN MARTIN,RIOJA,RIOJA,URBANA,JIRÓN,URBANO,NO CORRESPONDE,-6.063829,-77.171368,LLUVIOSO,COMERCIAL,INTERSECCIÓN,PLANA ,CONCRETO,SI,REGULADORA (R),INFORMATIVA (I),SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO,17.0,0,2021.0,1.0,4.0,0,2,0,2,1.0,0.0,0.0,1.0,1,0,47.0,33.94112549695428,0,1,2,0.0,0.5,0
A-2021-01-67,2021-01-01,21:00,CHOQUE CON OBJETO FIJO,1,0,1,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,RURAL,CARRETERA,NACIONAL,PE-1N,-6.680472,-79.903582,DESPEJADO,INDUSTRIAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,21.0,0,2021.0,1.0,4.0,0,3,0,0,0.0,0.0,0.0,0.0,0,1,40.0,12.727922061357855,1,0,2,0.5,0.0,1
A-2021-01-21,2021-01-02,08:45,CHOQUE,1,0,2,PIURA,PIURA,PIURA,URBANA,OTRO,URBANO,NO CORRESPONDE,-5.164955595374173,-80.65128116025174,DESPEJADO,RURAL,INTERSECCIÓN,PLANA ,CONCRETO,SI,PREVENTIVA (P),REGULADORA (R),SI,IMPRUDENCIA DEL CONDUCTOR,NO ESTABLECER EL DERECHO DE PASO,8.0,0,2021.0,1.0,5.0,1,1,0,0,2.0,0.0,0.0,2.0,0,0,45.333333333333336,11.590225767142472,0,1,3,0.0,0.333,0
A-2021-01-26,2021-01-02,09:40,CHOQUE,1,1,2,JUNIN,YAULI,MOROCOCHA,URBANA,CARRETERA,NACIONAL,PE-22,-11.5916549,-76.0752901,DESPEJADO,COMERCIAL,OTRO,INCLINADA,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,9.0,0,2021.0,1.0,5.0,1,1,0,1,0.0,1.0,0.0,1.0,0,0,41.0,5.656854249492381,0,2,2,0.0,1.0,0
A-2021-01-226,2021-01-02,13:00,CHOQUE,1,0,2,PUNO,AZANGARO,AZANGARO,RURAL,CARRETERA,NACIONAL,PE-34B,-14.92116,-70.204043,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),13.0,0,2021.0,1.0,5.0,1,2,0,1,0.0,0.0,0.0,0.0,1,0,40.5,23.33452377915607,0,1,2,0.0,0.5,0
A-2021-01-36,2021-01-02,21:45,ATROPELLO,1,0,1,ANCASH,SANTA,CHIMBOTE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-9.103893283331551,-78.5542565472423,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,REGULADORA (R),,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,21.0,0,2021.0,1.0,5.0,1,3,0,0,1.0,0.0,0.0,1.0,0,0,62.5,17.67766952966369,0,0,2,0.0,0.0,1
A-2021-01-44,2021-01-02,22:00,CHOQUE,1,3,2,PIURA,SULLANA,MIGUEL CHECA,URBANA,CARRETERA,DEPARTAMENTAL,PI-102,-4.904804841419826,-80.81424317099258,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,NO,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE,22.0,0,2021.0,1.0,5.0,1,3,0,0,0.0,0.0,0.0,0.0,0,2,23.75,5.188127472091128,1,0,4,0.25,0.0,1
A-2021-01-258,2021-01-03,00:35,ATROPELLO FUGA,1,0,0,LIMA,LIMA,VILLA EL SALVADOR,URBANA,CARRETERA,NACIONAL,PE-1S,-12.225604,-76.971698,SOLEADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,0.0,0,2021.0,1.0,6.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0,2,0.5,0.0,1
A-2021-01-40,2021-01-03,09:30,CHOQUE,1,1,2,LA LIBERTAD,ASCOPE,CHICAMA,RURAL,CARRETERA,NACIONAL,PE-1N,-7.84524,-79.150883,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE,9.0,0,2021.0,1.0,6.0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,54.333333333333336,7.023769168568491,0,1,3,0.0,0.333,0
A-2021-01-17,2021-01-03,16:10,DESPISTE,1,3,1,LIMA,HUAURA,PACCHO,RURAL,CARRETERA,NACIONAL,PE-18,-10.88706939738808,-76.98079339602495,LLUVIOSO,RURAL,SINUOSA,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,16.0,0,2021.0,1.0,6.0,1,2,0,0,0.0,0.0,0.0,0.0,1,1,32.6,22.434348664492134,0,1,5,0.0,0.2,0
A-2021-01-64,2021-01-03,20:50,ATROPELLO,1,0,1,JUNIN,SATIPO,MAZAMARI,RURAL,CARRETERA,NACIONAL,PE-5S,-11.299122793253288,-74.54719269575503,NUBLADO,RURAL,CURVA,PLANA ,CONCRETO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,20.0,0,2021.0,1.0,6.0,1,3,0,1,0.0,0.0,0.0,0.0,0,0,33.0,12.727922061357855,0,1,2,0.0,0.5,1
A-2021-01-41,2021-01-03,21:15,ATROPELLO,1,1,1,LA LIBERTAD,VIRU,VIRU,URBANA,CARRETERA,NACIONAL,PE-1N,-8.42432,-78.781809,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),21.0,0,2021.0,1.0,6.0,1,3,0,0,0.0,0.0,0.0,0.0,0,0,44.666666666666664,13.316656236958785,0,0,3,0.0,0.0,1
A-2021-01-260,2021-01-04,01:35,ATROPELLO,1,0,0,LIMA,LIMA,ATE,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.026010259318932,-76.91912179578782,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),1.0,0,2021.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,1.0,0,0,24.5,2.1213203435596424,0,1,2,0.0,0.5,1
A-2021-01-27,2021-01-04,04:00,ATROPELLO FUGA,1,0,0,PIURA,HUANCABAMBA,SONDORILLO,RURAL,CARRETERA,PROVINCIAL,PI-897,-5.334099525062091,-79.44716669304513,DESPEJADO,RURAL,OTRO,INCLINADA,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),4.0,0,2021.0,1.0,0.0,0,0,0,0,0.0,1.0,1.0,2.0,0,0,25.0,1.4142135623730951,0,0,2,0.0,0.0,1
A-2021-01-62,2021-01-04,04:30,CHOQUE,1,1,2,AREQUIPA,AREQUIPA,LA JOYA,RURAL,CARRETERA,NACIONAL,PE-34A,-16.528801,-71.758877,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),4.0,0,2021.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,29.0,9.16515138991168,0,1,3,0.0,0.333,1
A-2021-01-37,2021-01-04,07:20,CHOQUE,1,1,2,ANCASH,CASMA,CASMA,RURAL,CARRETERA,NACIONAL,PE-1N,-9.48456685315444,-78.27405272080628,DESPEJADO,RURAL,INTERSECCIÓN,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE,7.0,0,2021.0,1.0,0.0,0,1,0,0,0.0,1.0,0.0,1.0,0,0,35.75,16.54035469188413,0,0,4,0.0,0.0,0
A-2021-01-169,2021-01-04,15:55,ESPECIAL,1,0,0,CUSCO,PAUCARTAMBO,PAUCARTAMBO,RURAL,CARRETERA,SIN CLASIFICAR,SIN CLASIFICAR,-13.234828053175768,-71.49185821194068,DESPEJADO,RURAL,OTRO,INCLINADA,TROCHA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),15.0,0,2021.0,1.0,0.0,0,2,0,1,0.0,1.0,2.0,3.0,0,0,24.0,21.213203435596427,0,1,2,0.0,0.5,0
A-2021-01-56,2021-01-04,20:00,CHOQUE,1,2,0,PUNO,CHUCUITO,KELLUYO,RURAL,CARRETERA,DEPARTAMENTAL,PU-152,-16.687,-69.176,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,20.0,0,2021.0,1.0,0.0,0,3,0,1,0.0,1.0,1.0,2.0,0,0,51.5,13.076696830622021,0,0,4,0.0,0.0,1
A-2021-01-42,2021-01-04,20:45,CHOQUE,1,2,2,LA LIBERTAD,PACASMAYO,PACASMAYO,RURAL,CARRETERA,NACIONAL,PE-1N,-7.41567,-79.548581,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE,20.0,0,2021.0,1.0,0.0,0,3,0,0,0.0,0.0,0.0,0.0,0,0,38.666666666666664,22.81081614790083,0,1,3,0.0,0.333,1
A-2021-01-332,2021-01-04,21:30,CHOQUE,1,1,2,AREQUIPA,CAMANA,SAMUEL PASTOR,URBANA,CARRETERA,NACIONAL,PE-1S,-16.6066661330461,-72.6996068528726,DESPEJADO,RURAL,SINUOSA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,21.0,0,2021.0,1.0,0.0,0,3,0,0,0.0,1.0,0.0,1.0,0,0,55.5,16.263455967290593,1,1,2,0.5,0.5,1
A-2021-01-57,2021-01-05,10:55,CAÍDA DE PASAJERO,1,0,0,JUNIN,CHUPACA,CHUPACA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.0596872,-75.2879895,DESPEJADO,COMERCIAL,CURVA,INCLINADA,ASFALTADA,SI,REGULADORA (R),,SI,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),10.0,0,2021.0,1.0,1.0,0,1,0,1,1.0,1.0,0.0,2.0,0,0,61.5,19.091883092036785,0,1,2,0.0,0.5,0
A-2021-01-29,2021-01-05,17:00,ATROPELLO,1,0,0,APURIMAC,AYMARAES,COTARUSE,RURAL,CARRETERA,NACIONAL,PE-30A,-14.51889722017264,-73.2761202903143,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),PREVENTIVA (P),NO,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),17.0,0,2021.0,1.0,1.0,0,2,0,1,0.0,0.0,0.0,0.0,0,1,16.0,18.384776310850235,0,1,2,0.0,0.5,0
A-2021-01-25,2021-01-05,23:00,ATROPELLO FUGA,1,0,0,LIMA,BARRANCA,SUPE,URBANA,CARRETERA,NACIONAL,PE-1N,-10.788981442173975,-77.71142585156548,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,23.0,0,2021.0,1.0,1.0,0,3,0,0,0.0,1.0,0.0,1.0,0,0,26.0,0.0,0,0,1,0.0,0.0,1
A-2021-01-231,2021-01-06,06:05,ATROPELLO,1,0,1,PUNO,HUANCANE,TARACO,RURAL,CARRETERA,NACIONAL,PE-34H,-15.257925,-69.876396,LLUVIOSO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),PREVENTIVA (P),SI,IMPRUDENCIA DEL PEATÓN,OTRO (IMPRUDENCIA DEL PEATÓN),6.0,0,2021.0,1.0,2.0,0,1,0,1,0.0,0.0,0.0,0.0,1,0,49.5,38.890872965260115,0,1,2,0.0,0.5,0
A-2021-01-58,2021-01-06,07:30,ATROPELLO FUGA,1,0,0,JUNIN,HUANCAYO,CULLHUAS,RURAL,CARRETERA,NACIONAL,PE-3S,-12.2348153,-75.1553866,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,7.0,0,2021.0,1.0,2.0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,40.0,0.0,0,0,2,0.0,0.0,0
A-2021-01-262,2021-01-06,20:40,CHOQUE,2,0,0,LIMA,LIMA,CHORRILLOS,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-12.173039,-76.995706,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,20.0,1,2021.0,1.0,2.0,0,3,0,0,1.0,0.0,0.0,1.0,0,0,25.333333333333332,6.027713773341709,1,1,3,0.333,0.333,1
A-2021-01-187,2021-01-07,12:31,DESPISTE,1,0,1,CUSCO,LA CONVENCION,QUELLOUNO,RURAL,CARRETERA,PROVINCIAL,CU-693,-12.58222,-72.39343,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,12.0,0,2021.0,1.0,3.0,0,2,0,1,0.0,1.0,0.0,1.0,0,0,47.0,0.0,0,1,1,0.0,1.0,0
A-2021-01-43,2021-01-07,19:40,ATROPELLO,1,0,1,ANCASH,SANTA,SANTA,RURAL,CARRETERA,NACIONAL,PE-1N,-9.004006503532352,-78.61846985128324,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,19.0,0,2021.0,1.0,3.0,0,3,0,0,0.0,0.0,0.0,0.0,0,0,41.0,21.213203435596427,0,0,2,0.0,0.0,1
A-2021-01-35,2021-01-08,05:20,CHOQUE,1,0,1,ICA,ICA,PUEBLO NUEVO,URBANA,CARRETERA,NACIONAL,PE-1S,-14.11280351736792,-75.71768884490805,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,5.0,0,2021.0,1.0,4.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,53.5,16.263455967290593,0,1,2,0.0,0.5,1
A-2021-01-153,2021-01-08,20:00,CHOQUE,1,0,2,PUNO,SAN ROMAN,JULIACA,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-15.511687,-70.125365,LLUVIOSO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,20.0,0,2021.0,1.0,4.0,0,3,0,1,1.0,0.0,0.0,1.0,1,1,38.333333333333336,3.785938897200182,2,1,3,0.667,0.333,1
A-2021-01-335,2021-01-09,06:20,CHOQUE,2,0,2,AREQUIPA,CARAVELI,LOMAS,RURAL,CARRETERA,NACIONAL,PE-1S,-15.296713,-74.915512,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,6.0,1,2021.0,1.0,5.0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,36.75,14.361406616345072,0,2,4,0.0,0.5,0
A-2021-01-188,2021-01-09,08:00,CHOQUE,1,1,2,CUSCO,CHUMBIVILCAS,COLQUEMARCA,RURAL,CARRETERA,PROVINCIAL,CU-1542,-14.255447,-72.051308,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,8.0,0,2021.0,1.0,5.0,1,1,0,1,0.0,0.0,0.0,0.0,0,0,18.333333333333332,7.505553499465135,0,1,3,0.0,0.333,0
A-2021-01-264,2021-01-09,10:00,DESPISTE,1,0,0,LIMA,LIMA,SAN JUAN DE LURIGANCHO,URBANA,AVENIDA,URBANO,NO CORRESPONDE,-11.980617,-77.012747,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),10.0,0,2021.0,1.0,5.0,1,1,0,0,1.0,0.0,0.0,1.0,0,0,41.0,0.0,0,0,1,0.0,0.0,0
A-2021-01-71,2021-01-09,15:30,DESPISTE,1,0,1,LAMBAYEQUE,CHICLAYO,LA VICTORIA,RURAL,CARRETERA,PROVINCIAL,LA-778,-6.821616,-79.855199,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,15.0,0,2021.0,1.0,5.0,1,2,0,0,0.0,0.0,0.0,0.0,0,0,23.0,0.0,0,1,1,0.0,1.0,0
A-2021-01-49,2021-01-09,16:20,CHOQUE,1,4,2,LIMA,BARRANCA,PATIVILCA,RURAL,CARRETERA,NACIONAL,PE-16A,-10.658884060554785,-77.6526383087629,SOLEADO,RURAL,CURVA,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,16.0,0,2021.0,1.0,5.0,1,2,0,0,0.0,0.0,0.0,0.0,0,1,32.4,16.69730517179344,0,2,5,0.0,0.4,0
A-2021-01-63,2021-01-09,19:50,CHOQUE,1,0,2,ICA,ICA,SAN JOSE DE LOS MOLINOS,URBANA,CARRETERA,NACIONAL,PE-1SC,-13.963668753161592,-75.69515216658996,DESPEJADO,ESCOLAR,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,19.0,0,2021.0,1.0,5.0,1,3,0,0,0.0,0.0,0.0,0.0,0,0,37.5,14.849242404917497,0,0,2,0.0,0.0,1
A-2021-01-109,2021-01-10,02:30,ATROPELLO,1,0,1,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,URBANA,CARRETERA,NACIONAL,PE-1NJ,-6.145723,-79.718245,DESPEJADO,RESIDENCIAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,2.0,0,2021.0,1.0,6.0,1,0,0,0,0.0,1.0,0.0,1.0,0,0,47.0,5.656854249492381,0,1,2,0.0,0.5,1
A-2021-01-51,2021-01-10,05:20,ATROPELLO FUGA,1,0,0,LIMA,HUAURA,VEGUETA,RURAL,CARRETERA,NACIONAL,PE-1N,-11.030083804634163,-77.5926482784233,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,5.0,0,2021.0,1.0,6.0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,61.0,0.0,0,0,1,0.0,0.0,1
A-2021-01-55,2021-01-10,05:40,CHOQUE,1,1,2,SAN MARTIN,MOYOBAMBA,CALZADA,URBANA,CARRETERA,NACIONAL,PE-5N,-6.039758,-77.060566,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),INFORMATIVA (I),NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,5.0,0,2021.0,1.0,6.0,1,0,0,2,0.0,0.0,0.0,0.0,0,1,34.0,9.848857801796104,0,1,3,0.0,0.333,1
A-2021-01-75,2021-01-10,12:15,CHOQUE,1,2,2,LA LIBERTAD,ASCOPE,PAIJAN,RURAL,CARRETERA,PROVINCIAL,LI-610,-7.723725,-79.342576,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,12.0,0,2021.0,1.0,6.0,1,2,0,0,0.0,0.0,0.0,0.0,0,0,41.0,20.952326839756964,0,0,3,0.0,0.0,0
A-2021-01-68,2021-01-10,14:30,VOLCADURA,1,0,1,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,RURAL,CARRETERA,NACIONAL,PE-1NI,-6.880811,-79.363869,DESPEJADO,RURAL,ÓVALO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE,14.0,0,2021.0,1.0,6.0,1,2,0,0,0.0,0.0,0.0,0.0,0,0,34.0,0.0,0,0,1,0.0,0.0,0
A-2021-01-405,2021-01-10,20:30,CHOQUE,1,1,3,HUANUCO,HUANUCO,AMARILIS,URBANA,CARRETERA,NACIONAL,PE-18A,-9.913026,-76.23101,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE,20.0,0,2021.0,1.0,6.0,1,3,0,1,0.0,1.0,0.0,1.0,0,0,42.666666666666664,17.95364401266031,1,1,3,0.333,0.333,1
A-2021-01-54,2021-01-10,20:30,CHOQUE,1,1,2,LIMA,HUARAL,CHANCAY,RURAL,CARRETERA,NACIONAL,PE-1N,-11.605630713512038,-77.24177233479881,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),20.0,0,2021.0,1.0,6.0,1,3,0,0,0.0,0.0,0.0,0.0,0,1,39.0,25.15949125081825,0,0,3,0.0,0.0,1
A-2021-01-72,2021-01-11,01:00,ATROPELLO,1,0,1,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,RURAL,CARRETERA,NACIONAL,PE-1N,-6.637867,-79.950015,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,1.0,0,2021.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,22.5,0.7071067811865476,0,1,2,0.0,0.5,1
